user_id,skills,experience_levels,skills_text,num_skills,primary_clusters,avg_experience
383,"['cost', 'influencing', 'thought', 'compiler', 'data clustering algorithms', 'algorithms', 'pandas']","[3, 3, 3, 2, 2, 2, 3]",cost  influencing  thought  compiler  data clustering algorithms  algorithms  pandas,7,[0],2.5714285714285716
384,"['collaboration', 'experience', 'social media', 'project data-science data-analysis', 'information security', 'data security']","[5, 3, 5, 2, 2, 3]",collaboration  experience  social media  project data-science data-analysis  information security  data security,6,[0],3.3333333333333335
385,"['business case', 'innovation', 'proposition', 'market (economics)', 'statistical inference', 'video editing', 'user experience', 'python programming data-science machine-learning']","[4, 4, 5, 3, 3, 3, 1, 3]",business case  innovation  proposition  market (economics)  statistical inference  video editing  user experience  python programming data-science machine-learning,8,[0],3.25
386,"['creativity', 'accounting', 'sources', 'market (economics)', 'matplotlib', 'computer graphics', 'manufacturing process management']","[4, 4, 5, 5, 2, 3, 2]",creativity  accounting  sources  market (economics)  matplotlib  computer graphics  manufacturing process management,7,[0],3.5714285714285716
387,"['user interface', 'c++', 'computer architecture', 'problem solving', 'latex', 'approximation error']","[5, 4, 5, 3, 4, 3]",user interface  c++  computer architecture  problem solving  latex  approximation error,6,[5],4.0
388,"['law', 'history', 'language learning', 'presentation', 'user interface design', 'sources', 'public health', 'machine learning']","[4, 3, 5, 5, 3, 3, 3, 3]",law  history  language learning  presentation  user interface design  sources  public health  machine learning,8,[2],3.625
389,"['biology', 'health care', 'negotiation', 'test automation']","[3, 3, 2, 3]",biology  health care  negotiation  test automation,4,[4],2.75
390,"['presentation', 'language', 'leadership and management', 'benefits', 'employment', 'estimation', 'software', 'cipher']","[5, 4, 5, 5, 5, 4, 2, 1]",presentation  language  leadership and management  benefits  employment  estimation  software  cipher,8,"[2, 0]",3.875
391,"['lambda calculus', 'javascript', 'unix', 'css', 'jpeg', 'tracking', 'software']","[3, 4, 5, 5, 4, 4, 2]",lambda calculus  javascript  unix  css  jpeg  tracking  software,7,[5],3.857142857142857
392,"['meditation', 'resource', 'video game development', 'user experience', 'social work']","[5, 3, 4, 3, 3]",meditation  resource  video game development  user experience  social work,5,[2],3.6
393,"['measurement', 'spreadsheet', 'machine learning', 'studentized residual', 'memory', 'entrepreneurship', 'mathematical model', 'ordered pair']","[3, 5, 5, 5, 4, 4, 1, 1]",measurement  spreadsheet  machine learning  studentized residual  memory  entrepreneurship  mathematical model  ordered pair,8,[1],3.5
394,"['software', 'c++', 'display devices', 'mobile development', 'natural language processing', 'essay writing', 'type i and type ii errors', 'organizational structure']","[4, 5, 3, 5, 3, 3, 1, 3]",software  c++  display devices  mobile development  natural language processing  essay writing  type i and type ii errors  organizational structure,8,[5],3.375
395,"['.properties', 'software', 'computer programming', 'confidence', 'chinese language', 'human voice', 'solar energy']","[5, 5, 4, 2, 2, 3, 1]",.properties  software  computer programming  confidence  chinese language  human voice  solar energy,7,[5],3.142857142857143
396,"['investment', 'process', 'electrical engineering', 'linear model', 'guitar', 'deep learning']","[3, 4, 3, 4, 4, 1]",investment  process  electrical engineering  linear model  guitar  deep learning,6,"[0, 3]",3.1666666666666665
397,"['language', 'justice', 'video game development', 'conflict resolution', 'python programming data-science machine-learning', 'japanese language']","[3, 4, 3, 2, 3, 1]",language  justice  video game development  conflict resolution  python programming data-science machine-learning  japanese language,6,[2],2.6666666666666665
398,"['organizing (management)', 'marketing plan', 'physics', '3d modeling', 'mechanical engineering', 'regression analysis', 'anthropology', 'c dynamic memory allocation', 'partnership']","[3, 4, 5, 5, 3, 2, 3, 1, 1]",organizing (management)  marketing plan  physics  3d modeling  mechanical engineering  regression analysis  anthropology  c dynamic memory allocation  partnership,9,"[0, 3]",3.0
399,"['machine learning', 'keras', 'probability density function', 'language', 'parent', 'logic gate', 'fintech']","[3, 5, 5, 3, 4, 4, 3]",machine learning  keras  probability density function  language  parent  logic gate  fintech,7,"[1, 2]",3.857142857142857
