user_id,interests,interests_text,num_interests,math_grade,science_grade,language_grade,overall_grade
528,"['video game development', 'ordered pair', 'media market', 'predictive analytics', 'business analysis']",video game development  ordered pair  media market  predictive analytics  business analysis,5,80.15,83.32,77.12,80.19
529,"['numpy', 'running', 'history']",numpy  running  history,3,70.6,65.07,76.03,70.57
530,"['prevention', 'r programming', 'keras', 'systems thinking', '3d modeling']",prevention  r programming  keras  systems thinking  3d modeling,5,62.13,40.0,80.24,60.79
531,"['probability', 'web development', 'market research']",probability  web development  market research,3,85.85,46.64,62.88,65.13
532,"['smart contract', 'neuroscience', 'ethics']",smart contract  neuroscience  ethics,3,82.43,99.69,75.25,85.79
533,"['entrepreneurship', 'recruitment', 'guitar', 'java programming', 'human voice', 'leadership and management business leadership-and-management']",entrepreneurship  recruitment  guitar  java programming  human voice  leadership and management business leadership-and-management,6,66.26,72.81,91.5,76.86
534,"['switches', 'computer-aided design', 'strategic planning', 'pytorch', 'linearity', 'autodesk', 'authority']",switches  computer-aided design  strategic planning  pytorch  linearity  autodesk  authority,7,67.25,65.41,69.21,67.29
535,"['video editing', 'probability density function', 'algorithms']",video editing  probability density function  algorithms,3,63.56,76.47,94.5,78.18
536,"['data mining', 'php', 'principle']",data mining  php  principle,3,78.88,71.97,71.5,74.12
537,"['peering', 'emotional intelligence', 'conflict resolution']",peering  emotional intelligence  conflict resolution,3,56.24,85.6,74.07,71.97
538,"['data model', 'health informatics', 'case study', 'marketing mix', 'game theory']",data model  health informatics  case study  marketing mix  game theory,5,72.83,100.0,78.59,83.81
539,"['maximization (psychology)', 'dataflow', 'banking']",maximization (psychology)  dataflow  banking,3,65.98,69.88,88.78,74.88
540,"['version control', 'interaction design', 'finance business finance', 'penetration test', 'cancer', 'causality']",version control  interaction design  finance business finance  penetration test  cancer  causality,6,76.36,57.74,86.03,73.38
541,"['epidemic', 'public health', 'business case']",epidemic  public health  business case,3,66.98,97.48,87.96,84.14
542,"['test automation', 'exploratory data analysis', 'sales management', 'planning']",test automation  exploratory data analysis  sales management  planning,4,69.63,90.37,75.81,78.61
543,"['active listening', 'linearity', 'competitiveness']",active listening  linearity  competitiveness,3,85.23,80.82,64.84,76.96
544,"['conflict resolution', 'public speaking', 'brand', 'family', 'mindfulness', 'c++']",conflict resolution  public speaking  brand  family  mindfulness  c++,6,67.28,87.36,70.98,75.21
545,"['chinese language', 'internet of things', 'mathematics']",chinese language  internet of things  mathematics,3,70.16,63.54,80.08,71.26
546,"['convolutional neural network', 'microsoft excel', 'constitution', 'creative writing', 'bookkeeping']",convolutional neural network  microsoft excel  constitution  creative writing  bookkeeping,5,99.75,62.19,75.29,79.08
547,"['stock market', 'active listening', 'unit testing', 'databases', 'photography', 'machine learning', 'epidemic']",stock market  active listening  unit testing  databases  photography  machine learning  epidemic,7,91.95,74.04,80.43,82.14
548,"['operating systems', 'user (computing)', 'physiology', 'ethereum']",operating systems  user (computing)  physiology  ethereum,4,62.25,80.14,72.75,71.72
549,"['chemistry', 'correlation and dependence', 'computer animation']",chemistry  correlation and dependence  computer animation,3,86.83,89.25,100.0,92.03
550,"['missing data', 'machine learning', 'penetration test', 'interview', 'correlation and dependence', 'fundraising', 'healthcare management']",missing data  machine learning  penetration test  interview  correlation and dependence  fundraising  healthcare management,7,81.96,78.91,77.33,79.4
551,"['funds', 'sports', 'torque']",funds  sports  torque,3,70.76,79.06,71.46,73.76
552,"['troubleshooting', 'humanitarian', 'apache', 'integral', 'employment', 'sales', 'trigonometric integral']",troubleshooting  humanitarian  apache  integral  employment  sales  trigonometric integral,7,77.02,90.81,62.92,76.92
553,"['e-nable', 'music', 'inflation', 'beam robotics', 'flow network', 'recruitment', 'mobile development']",e-nable  music  inflation  beam robotics  flow network  recruitment  mobile development,7,88.68,90.81,73.58,84.36
554,"['fluid mechanics', 'regression analysis', 'wireless']",fluid mechanics  regression analysis  wireless,3,49.54,67.71,90.56,69.27
555,"['brand', 'security', 'aerospace engineering', 'marketing mix', 'investment', 'conflict resolution', 'modeling']",brand  security  aerospace engineering  marketing mix  investment  conflict resolution  modeling,7,74.73,63.01,68.94,68.89
556,"['parent', 'mathematical model', 'solar systems', 'demand', 'project plan', 'breach (security exploit)', 'analysis']",parent  mathematical model  solar systems  demand  project plan  breach (security exploit)  analysis,7,85.09,81.56,72.13,79.59
557,"['booking', 'agile software development', 'google cloud platform', 'essay writing', 'asset', 'big data', 'neuroscience']",booking  agile software development  google cloud platform  essay writing  asset  big data  neuroscience,7,70.6,70.3,63.93,68.28
558,"['hypothesis', 'virtual machine', 'relational database', 'organizational culture', 'path (variable)', 'numbers (spreadsheet)', 'business plan']",hypothesis  virtual machine  relational database  organizational culture  path (variable)  numbers (spreadsheet)  business plan,7,94.38,71.13,89.61,85.04
559,"['social network', 'user (computing)', 'customer experience', 'history', 'business process', 'international law', 'business communication']",social network  user (computing)  customer experience  history  business process  international law  business communication,7,93.26,86.98,69.82,83.35
560,"['emotions', 'data analysis data-science data-analysis', 'social media marketing', 'justice', 'motivation', 'teaching', 'web design']",emotions  data analysis data-science data-analysis  social media marketing  justice  motivation  teaching  web design,7,79.84,74.71,64.16,72.9
561,"['international law', 'personality', 'flask']",international law  personality  flask,3,78.89,60.85,89.25,76.33
562,"['foreign policy', 'c dynamic memory allocation', 'persona (user experience)']",foreign policy  c dynamic memory allocation  persona (user experience),3,69.42,77.41,78.4,75.08
563,"['presentation', 'unix shells', 'type i and type ii errors']",presentation  unix shells  type i and type ii errors,3,71.89,82.04,69.3,74.41
564,"['internality', 'design thinking', 'communication']",internality  design thinking  communication,3,85.46,58.85,76.52,73.61
565,"['convolutional neural network', 'advertising', 'data visualization']",convolutional neural network  advertising  data visualization,3,98.27,63.0,66.87,76.04
566,"['logic', 'scaling', 'safety', 'ggplot2', 'death', 'maximization (psychology)']",logic  scaling  safety  ggplot2  death  maximization (psychology),6,81.17,77.15,79.21,79.18
567,"['harmony', 'collaboration', 'approximation', 'leadership']",harmony  collaboration  approximation  leadership,4,80.87,82.62,88.32,83.93
568,"['health', 'schedule', 'biology', 'gradient', 'swift programming', 'video game development']",health  schedule  biology  gradient  swift programming  video game development,6,79.92,72.1,83.07,78.36
569,"['recursion', 'pricing', 'risk factors']",recursion  pricing  risk factors,3,97.8,73.41,63.31,78.17
570,"['behavior', 'regression analysis', 'strategic thinking', 'death', 'mathematics']",behavior  regression analysis  strategic thinking  death  mathematics,5,88.28,73.56,48.93,70.26
571,"['genomics', 'chinese language', 'surgery', 'cluster analysis']",genomics  chinese language  surgery  cluster analysis,4,85.17,68.58,73.91,75.89
572,"['risk', '3d modeling', 'augmented reality', 'aerospace engineering']",risk  3d modeling  augmented reality  aerospace engineering,4,78.98,77.29,83.51,79.93
573,"['authority', 'project planning', 'matching', 'mindfulness']",authority  project planning  matching  mindfulness,4,69.77,81.16,71.89,74.27
574,"['disaster', 'arrays', 'sports', 'pandas']",disaster  arrays  sports  pandas,4,83.87,82.38,63.77,76.67
575,"['java annotation', 'funds', 'organizational structure', 'japanese language']",java annotation  funds  organizational structure  japanese language,4,88.03,68.57,84.7,80.43
576,"['business case', 'supply chain', 'measurement', 'communication', 'relative change and difference']",business case  supply chain  measurement  communication  relative change and difference,5,79.41,97.06,72.32,82.93
577,"['disaster', 'experience', 'russian']",disaster  experience  russian,3,70.81,74.77,71.36,72.31
578,"['null coalescing operator', 'bookkeeping', 'product management']",null coalescing operator  bookkeeping  product management,3,84.6,55.6,62.36,67.52
579,"['international relations', 'keras', 'c dynamic memory allocation', 'sports', 'principle']",international relations  keras  c dynamic memory allocation  sports  principle,5,62.19,86.4,95.53,81.37
580,"['matlab', 'email writing', 'image processing']",matlab  email writing  image processing,3,73.75,72.97,75.84,74.19
581,"['interact', 'value proposition', 'food security', 'product development', 'matlab', 'ternary conditional operator', 'recommender systems']",interact  value proposition  food security  product development  matlab  ternary conditional operator  recommender systems,7,88.94,63.87,77.86,76.89
582,"['solar systems', 'framing', 'css', 'accuracy and precision']",solar systems  framing  css  accuracy and precision,4,86.7,81.01,77.27,81.66
583,"['animal', 'finance', 'software', 'load balancing', 'web page', 'adaptation']",animal  finance  software  load balancing  web page  adaptation,6,87.01,42.56,83.13,70.9
584,"['.properties', 'medicine', 'interest', 'choice', 'employment']",.properties  medicine  interest  choice  employment,5,67.15,53.03,81.13,67.11
585,"['fintech', 'pandas', 'reason', 'big data', 'cost benefit analysis', 'html5', 'case study']",fintech  pandas  reason  big data  cost benefit analysis  html5  case study,7,91.48,73.35,86.43,83.76
586,"['film', 'sales strategy', 'operations management']",film  sales strategy  operations management,3,94.35,90.78,94.68,93.27
587,"['probability', 'business strategy', 'systems design', 'causality', 'renewable energy']",probability  business strategy  systems design  causality  renewable energy,5,83.91,75.91,55.78,71.86
588,"['web service', 'natural language', 'business', 'terrorism']",web service  natural language  business  terrorism,4,72.05,64.88,100.0,78.98
589,"['biodiversity', 'personal advertisement', 'computer-aided design', 'financial statement', 'image processing', 'global', 'interview']",biodiversity  personal advertisement  computer-aided design  financial statement  image processing  global  interview,7,72.89,76.48,81.62,77.0
590,"['justice', 'ios development', 'predictive modelling', 'health', 'finance business finance', 'business']",justice  ios development  predictive modelling  health  finance business finance  business,6,75.52,95.34,67.53,79.46
591,"['convolution', 'target audience', 'climate change', 'data analysis data-science data-analysis']",convolution  target audience  climate change  data analysis data-science data-analysis,4,77.34,66.09,59.16,67.53
592,"['databases', 'population', 'professional development']",databases  population  professional development,3,67.66,74.56,69.85,70.69
593,"['object-oriented programming', 'competitiveness', 'social media', 'market research', 'encryption']",object-oriented programming  competitiveness  social media  market research  encryption,5,66.69,58.12,74.0,66.27
594,"['interfaces', 'procurement', 'graphic design', 'communication', 'calibration', 'data mining']",interfaces  procurement  graphic design  communication  calibration  data mining,6,56.94,84.12,75.99,72.35
595,"['trading', 'astronomy', 'essay writing', 'keras', 'cross-cultural communication']",trading  astronomy  essay writing  keras  cross-cultural communication,5,57.51,71.29,65.97,64.92
596,"['funds', 'market (economics)', 'negotiation']",funds  market (economics)  negotiation,3,78.83,91.09,52.5,74.14
597,"['average', 'innovation', 'github', 'design pattern', 'approximation error', 'nutrition', 'predictive modelling']",average  innovation  github  design pattern  approximation error  nutrition  predictive modelling,7,76.38,73.08,83.06,77.5
598,"['sources', 'game design', 'cash flow', 'process management', 'child', 'correlation and dependence', 'compiler']",sources  game design  cash flow  process management  child  correlation and dependence  compiler,7,77.56,65.98,71.17,71.57
599,"['biodiversity', 'exercise', 'computer-aided design']",biodiversity  exercise  computer-aided design,3,65.45,87.91,75.26,76.21
